question_id,difficulty,type,domain,deepseek-v3.2,glm-4.6,MiniMax-M2,router,local,drift,drift_llm,reasoning
22,L2,Reasoning,Design,0.7273574488312244,0.5851836862201132,0.4327455409383989,0.32815742192323943,0.645906611370266,0.11799303511780965,0.5669160223156886,0.12246371471794298
23,L2,Numerical,Process,0.6778028643220179,0.6355758924486905,0.7034397623951143,0.5778932145141202,0.5714122888778745,0.7465115046676126,0.8413609894394245,0.42733690359231047
24,L1,Fact Retrieval,Coating,0.5067456585276551,0.4794546833325416,0.5047793416273243,0.6603687386778828,0.6551331884125835,0.6820764744196868,0.670067311815562,0.10396206319952728
25,L2,Numerical,Property,0.4955685775441774,0.4643278574330732,0.5368267837103056,0.28420535134984926,0.6295255760776279,0.18636483906947887,0.6538030072184463,0.1694579459712066
26,L1,Numerical,Design,0.5827377217672025,0.5778474287528883,0.5761098663033388,0.4373887435502054,0.5578319321617209,0.4071939219744934,0.5542050775973681,0.43436537699323235
27,L1,Reasoning,Theory,0.713478260747611,0.716776764999407,0.746227767858497,0.4722333107383142,0.7419773413577819,0.4584649095438212,0.6996938234470145,0.4546913729144598
28,L2,Reasoning,Theory,0.8923296035517276,0.8820593735587272,0.8762717655857394,0.8698414460265753,0.8781337720029723,0.5727125378073603,0.878177952520282,0.5702096896359249
29,L2,Reasoning,Structure,0.6699906322522219,0.6911959728462195,0.6839770508451533,0.45191654276223636,0.743555896458849,0.32246243846931516,0.7306811362681556,0.32705567662559354
30,L2,Reasoning,Defect,0.7108311898980563,0.7229113206155455,0.7150062937885802,0.8431758492648265,0.7756629777970148,0.8120088514082968,0.8017125784078938,0.41695651821548374
31,L2,Reasoning,Application,0.7001828358825534,0.751690876606677,0.537521142312285,0.6554118402380598,0.6752948736838258,0.6819240201856378,0.6265755562806987,0.1867810483325622
32,L2,Reasoning,Design,0.7951300137995059,0.822680751541724,0.8181929286478302,0.8364554536196662,0.8289019391175104,0.8447292936895301,0.8267088852741615,0.6351395306951311
33,L2,Reasoning,Design,0.5830143408210811,0.6516505903492694,0.58329094031118,0.5769859260563173,0.6867651137320449,0.5747090864965393,0.5778395624199992,0.3654903168053292
34,L1,Fact Retrieval,Composition,0.7738541657707072,0.6466399053239549,0.8758619617872361,0.7103591034803484,0.7436531971123672,0.5888535171610666,0.7025553190075267,0.32226706503409874
35,L2,Reasoning,Coating,0.7403635886005504,0.6972775359158343,0.6818284411649391,0.8076122452794405,0.734959321356284,0.8401294057161494,0.7884660583179233,0.30687781483740395
36,L2,Reasoning,Defect,0.6797302910665484,0.6983880716008086,0.6664740132607625,0.37853587159560215,0.8154099631748701,0.8398477681882215,0.6616874196989324,0.3690947808669992
37,L1,Numerical,Composition,0.48201607869500024,0.47396093204870204,0.5985822319831392,0.5208019019540112,0.5246777789942751,0.3286940670638518,0.5737679957306876,0.34228114652913916
38,L1,Numerical,Composition,0.512794471273806,0.41240518189254405,0.6950828658086954,0.6729038671714578,0.6729038671714578,0.32758341261095647,0.6525120420074756,0.3434536971692705
39,L1,Numerical,Composition,0.5479596954474775,0.4912265186653531,0.5017345976321352,0.475604066751078,0.502827608751166,0.32704589768714015,0.3377973068844132,0.3435123660490266
40,L1,Numerical,Property,0.6169551558772665,0.5976229672414652,0.6993026928301098,0.6493017733611329,0.6250094943109576,0.42625507948275243,0.6304830065342555,0.4510625472529231
41,L2,Numerical,Comparison,0.5780159710886995,0.5687662918567733,0.5389189319647463,0.4511765343540512,0.465090255946874,0.413086242961485,0.5021465526960925,0.42796977723895546
42,L1,Numerical,Process,0.5382181803380026,0.5042485454898994,0.6371940608159401,0.5032066008133387,0.5229510074078649,0.4283658259615434,0.5080068240277471,0.45176250940047924
43,L2,Numerical,Design,0.5226159504778205,0.5104180808130784,0.36000000000000004,0.5577137025480613,0.5157300835041203,0.4309786457402007,0.5190834275754659,0.451568116247293
44,L1,Numerical,Theory,0.47946384048379787,0.4641153970038726,0.5009098504364916,0.475825652329829,0.5861323427758703,0.4663232332812949,0.5507270555613717,0.47072345119226744
45,L1,Numerical,Coating,0.4369473689488577,0.43652999411142235,0.5455733104167215,0.5198054266457873,0.4456280849078359,0.32471374643819123,0.4542164604807245,0.3369398812238523
46,L1,Numerical,Property,0.4984725483337771,0.4939887908914259,0.6975507960845135,0.5043534518018804,0.5165583855766599,0.33265930547408323,0.5224604709171887,0.3458498141073269
47,L1,Numerical,Coating,0.5190431846507807,0.5352760017913147,0.572224998795506,0.5135181359306324,0.5152253269155342,0.42525205286315404,0.5169509834050335,0.43936878765283527
48,L2,Reasoning,Structure,0.8268439513753567,0.7697932880657281,0.7856482738070556,0.7416635823004625,0.747218809294028,0.4073525947610305,0.7542966767482807,0.3973000164405346
49,L2,Reasoning,Structure,0.42113486044516885,0.4509043424992707,0.48072684793735987,0.3722284330698016,0.37816270940615415,0.40579092501399344,0.4029457181473572,0.11528566110587923
50,L1,Fact Retrieval,Application,0.7521918531965648,0.7753440019969353,0.7902084167299703,0.4592912452776083,0.8328652972715995,0.9483513243448773,0.816751834161993,0.41017681166424286
51,L2,Numerical,Structure,0.6410315084693243,0.6067453886988894,0.6688435932709625,0.6877000829096537,0.698920061980133,0.4181434498959765,0.7044252951610053,0.4392249154922905
52,L2,Numerical,Property,0.5460098784073503,0.5305380701640159,0.5553281107976288,0.7991090221743475,0.7991090221743475,0.4308952749934939,0.7984197321700418,0.4319183972678473
53,L2,Numerical,Process,0.5620304244651912,0.5640266348296167,0.6272983387125273,0.5994530849044831,0.630929939746305,0.41556054134483256,0.5633211163753769,0.43631891562755437
54,L2,Numerical,Process,0.5285397256496279,0.5221951518533097,0.5410609309312286,0.5283849305613821,0.521616673927714,0.40839582754599635,0.5313332095415519,0.44970798344473983
55,L1,Numerical,Property,0.5285498233145696,0.5317610588214792,0.5786493083553182,0.5413445400783694,0.5011941600808724,0.4040429537969728,0.5420243236782213,0.44746653198646236
56,L1,Numerical,Theory,0.5237852513168543,0.49579997003119514,0.6111425630845293,0.6540857487537399,0.6069384600686826,0.460732439944873,0.6510962325776747,0.4651047522588956
57,L1,Numerical,Theory,0.5241047197824188,0.4887279613357352,0.7514071659132466,0.5166457238186617,0.5098089275722258,0.6126725730297398,0.5304121087600787,0.5075907029428135
58,L2,Numerical,Application,0.5347905278152786,0.5227129609597582,0.36000000000000004,0.44941623839326655,0.5990868841299162,0.4328382758597449,0.5576430218402466,0.4703824804457743
59,L1,Numerical,Property,0.5005994563396814,0.469190128590403,0.620323482863301,0.4953703234139025,0.4811876701163817,0.3305282811793148,0.4812908341130084,0.34700490720195926
60,L2,Numerical,Design,0.5118561067338059,0.5044849538661006,0.36000000000000004,0.43073193883900646,0.5692890773069101,0.5019728411606997,0.5211215153396017,0.44416576122352125
61,L1,Numerical,Structure,0.5255882505511458,0.5312095540601701,0.5412619667851782,0.49945261784852,0.5029441260978083,0.5135575458537589,0.5133119986036668,0.44301616263136157
62,L2,Numerical,Defect,0.4763370077327742,0.48092198924772994,0.5650397739003934,0.5098756030627232,0.4813109815633026,0.39781696647198767,0.4777247943875155,0.43569840360182593
63,L1,Numerical,Process,0.5151164636359644,0.5144234778017769,0.5767981025623838,0.500411081980007,0.5145717942921599,0.4595473173510011,0.4901433517525071,0.46306344019599244
64,L1,Numerical,Process,0.7175541141320482,0.6238118365472535,0.6589396941484458,0.7341976036297159,0.7303783710086543,0.43371334122235305,0.6722742798585958,0.4471723022505181
65,L1,Numerical,Coating,0.6001882960360687,0.5989663113949663,0.6171577217652695,0.6321393762432596,0.6167480934180025,0.42461357460399207,0.6348508292355871,0.4495677766289021
66,L2,Numerical,Property,0.5192040484130979,0.5056782945099124,0.5530306132401746,0.4699706453882476,0.4575967642150914,0.40483649832642155,0.48556900875090686,0.45728891069012634
67,L1,Fact Retrieval,Coating,0.6967628278493333,0.7109161569705759,0.6986500804528388,0.7108067304290011,0.7141484048384354,0.7253192463204687,0.7078963251102464,0.5614408838462875
68,L2,Numerical,Structure,0.509296248859922,0.528607138527327,0.6123542228189613,0.5982755414929317,0.6242920572176686,0.4860537142265223,0.6016925375696748,0.4660744191302462
69,L1,Numerical,Structure,0.47722784045562794,0.4992553256532768,0.47884483076834233,0.46615939590604705,0.42601356405906976,0.4931648754034045,0.44160342529652785,0.513170547981009
70,L2,Numerical,Structure,0.5579550856871303,0.5470928153789469,0.5930934537029701,0.5058740313565544,0.4850131701173458,0.44837363858872403,0.5163559129895872,0.45472691429577183
71,L1,Numerical,Property,0.519792827950541,0.4729042703314796,0.45413758411509625,0.5139746154614662,0.44879084869311187,0.4692472099947847,0.5066735974453563,0.49664628849021253
72,L2,Numerical,Structure,0.5163652202530449,0.5386953804070208,0.6811206593589161,0.5004938766098576,0.5006894040613757,0.4227090277798558,0.6583239503833769,0.43836713560280355
73,L2,Numerical,Structure,0.5548531454648513,0.5549450416306364,0.6333083305690814,0.6409030563697062,0.6893393033628101,0.4481349679583372,0.6742472985493045,0.4472001804519158
74,L1,Fact Retrieval,Process,0.9011291536322196,0.8913889079617237,0.925818941570778,0.9006187188567898,0.8935697899261984,0.6709726387934862,0.8870719835880432,0.6713703700257928
75,L2,Reasoning,Coating,0.9203947183248427,0.9259537454907806,0.9195607671931574,0.9067108806372938,0.9073128136690775,0.9305775427239371,0.9094272506137887,0.6394749889314228
76,L2,Reasoning,Property,0.6153363441214441,0.635749038884705,0.582354762867804,0.6792222175444012,0.6729190052007261,0.1875805950715151,0.6868089032059377,0.1870757025781899
77,L1,Fact Retrieval,Process,0.7773934850505968,0.7949735465268064,0.6291012632492975,0.895031157821969,0.8810746741351454,0.39650599419635796,0.8695493824893881,0.390789706145903
78,L2,Reasoning,Coating,0.9240666668513445,0.8408794198149916,0.9300351676268158,0.47500742899271076,0.8699247474311007,0.8647816338706833,0.8650997925567225,0.4205031458566832
79,L1,Fact Retrieval,Defect,0.8634828866292782,0.8872333338510896,0.8962732283343908,0.852301850070548,0.8755102756593728,0.906329482110673,0.8329815682688912,0.6575621387458312
80,L2,Reasoning,Structure,0.4876115792049057,0.4522403503274175,0.2879370899157082,0.4525366555764877,0.39846076545164677,0.330804998089645,0.4133162385894187,0.09605636569768379
81,L2,Reasoning,Structure,0.49012790963137454,0.5179867129732718,0.0,0.2263524453807306,0.5165777505183209,0.43498818051276056,0.46268472177979036,0.12295287322308339
82,L2,Fact Retrieval,Theory,0.6740232470231485,0.6375062301183974,0.6601663843989033,0.6685368932338924,0.6714298332065066,0.20452196190024868,0.6764353724994963,0.1859818393474708
83,L1,Fact Retrieval,Structure,0.6586447482558078,0.6342592788227732,0.5947170840392747,0.6996830604906771,0.6890221069053475,0.7889657523851406,0.6470629330740088,0.34828004553124453
84,L1,Fact Retrieval,Structure,0.6904836945081112,0.5091801498220435,0.6394252658437136,0.4707642060960177,0.5577663244320539,0.5669063846119701,0.534155495370245,0.1321810181623629
85,L1,Fact Retrieval,Defect,0.6470752414571517,0.6459213301023699,0.6600708547468284,0.6372334292070048,0.6547766440424112,0.35101783613817056,0.6485029473023974,0.3778387166918125
86,L2,Reasoning,Application,0.8747165710321219,0.8593745592997237,0.8790732763495781,0.6778353084195519,0.9096689026341269,0.9031948331868269,0.9023830003089158,0.671840163662666
87,L1,Fact Retrieval,Coating,0.7724429511524564,0.7176631397452935,0.6742824883962428,0.8784708379819923,0.8812587247512917,0.7327668246626222,0.8775405659867965,0.4221903597451743
88,L1,Fact Retrieval,Property,0.8060934895368036,0.828224775780757,0.7952229361703753,0.7181868772452055,0.7333590496272371,0.8255330302467936,0.7450495481895727,0.40959237121819814
89,L1,Fact Retrieval,Defect,0.8048104246503813,0.81346839709881,0.8223595011072338,0.6935416539471436,0.8188195472493317,0.837632578105254,0.8228982915526585,0.8370437033341472
90,L1,Numerical,Property,0.5881996482903286,0.7640587681698559,0.7676950214745265,0.6101155332285875,0.6101155332285875,0.43689787196322516,0.6157746930813268,0.45889368514750595
91,L1,Numerical,Property,0.5636306781772796,0.5600309443487689,0.6318608333083332,0.5904079527977031,0.5661787438909701,0.43278887189280174,0.5756319485810902,0.45668741437156646
92,L2,Fact Retrieval,Structure,0.40060857537990674,0.3897449885144073,0.38480917626109085,0.43743774082077536,0.445677912804243,0.17015450210821734,0.43335970122304057,0.17756496926403148
93,L1,Fact Retrieval,Theory,0.7723526593439229,0.6983076062678808,0.778059165820485,0.7759370810179915,0.7953540535892731,0.4278649676407378,0.7330451817041914,0.42185137690509866
94,L2,Numerical,Application,0.46625507124290444,0.4301638034515007,0.36000000000000004,0.4465028627927478,0.45359546631331954,0.4735566525676723,0.46229238542278506,0.4844061185483075
95,L1,Numerical,Application,0.5338353219157164,0.5247872767629915,0.5685914014769705,0.8086981123852534,0.8121205718249462,0.4392255147819558,0.723239867836434,0.4476589297093935
96,L2,Fact Retrieval,Theory,0.7355814674863196,0.7263032954235851,0.8187378230325228,0.8965380239909261,0.9143114729123522,0.43571432517715214,0.7630590484683566,0.4205794180468936
97,L1,Numerical,Comparison,0.6188596677326532,0.5753899380383096,0.5986101757026121,0.5781041888152991,0.5907225295145417,0.432899803722829,0.5855619560232543,0.45494648265418597
98,L1,Numerical,Property,0.6409714255062383,0.6037253665139539,0.6013915723308247,0.5262185829016945,0.5304646175292944,0.41351908282399447,0.5695693695943875,0.44509659395948115
99,L1,Numerical,Property,0.4414533599692269,0.4009412139529992,0.43185303018914645,0.442948208381699,0.41224286563311613,0.485485663060126,0.5104258135404764,0.49209996045305493
100,L2,Fact Retrieval,Structure,0.5756726869002492,0.5642716029007371,0.5740744558552184,0.5748490749048929,0.6144120815635966,0.42380452112619177,0.5722125389153184,0.4329395280258782
101,L1,Numerical,Composition,0.41170242358336717,0.47549176347997013,0.5134203623028009,0.4045263855146217,0.41446050214475827,0.32660209777657767,0.42167861337709245,0.3408080510712671
